sequence_id,segment_id,start_timestamp,end_timestamp,start_event_id,end_event_id,event_count,benign_event_count,malicious_event_count,sequence_label,y,lstm_malicious_probability,lstm_prediction,lstm_prediction_label,y_true,eval_threshold,eval_prediction,eval_prediction_label,eval_result,error_type,iforest_overlap_count,iforest_window_ids,iforest_max_anomaly_score,iforest_mean_anomaly_score,iforest_any_anomaly,iforest_overlapping_labels,iforest_anomaly_score_norm,lstm_alert,iforest_alert,or_alert,and_alert,combined_score,combined_alert,lstm_result,iforest_result,or_result,and_result,combined_result
2529,20260508_212404_nginx_delete_YuCbYY,1778300641.345,1778300641.346,47864,47913,50,50,0,benign,0,0.00071752013,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.0005022640910000001,0,tn,fp,fp,tn,tn
2524,20260508_212404_nginx_delete_YuCbYY,1778300641.339,1778300641.345,47814,47863,50,50,0,benign,0,0.00071749213,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000502244491,0,tn,fp,fp,tn,tn
2523,20260508_212404_nginx_delete_YuCbYY,1778300641.339,1778300641.345,47804,47853,50,50,0,benign,0,0.00071736187,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.0005021533089999999,0,tn,fp,fp,tn,tn
2522,20260508_212404_nginx_delete_YuCbYY,1778300641.339,1778300641.345,47794,47843,50,50,0,benign,0,0.0007171869,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.0005020308299999999,0,tn,fp,fp,tn,tn
2520,20260508_212404_nginx_delete_YuCbYY,1778300641.339,1778300641.343,47774,47823,50,50,0,benign,0,0.000716794,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.0005017557999999999,0,tn,fp,fp,tn,tn
2521,20260508_212404_nginx_delete_YuCbYY,1778300641.339,1778300641.345,47784,47833,50,50,0,benign,0,0.00071601017,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000501207119,0,tn,fp,fp,tn,tn
2510,20260508_212404_nginx_delete_YuCbYY,1778300641.331,1778300641.338,47674,47723,50,50,0,benign,0,0.0007159785,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00050118495,0,tn,fp,fp,tn,tn
2509,20260508_212404_nginx_delete_YuCbYY,1778300641.323,1778300641.338,47664,47713,50,50,0,benign,0,0.0007085277,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00049596939,0,tn,fp,fp,tn,tn
2508,20260508_212404_nginx_delete_YuCbYY,1778300641.315,1778300641.338,47654,47703,50,50,0,benign,0,0.0006854691,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00047982836999999995,0,tn,fp,fp,tn,tn
2005,20260508_212317_basic_enum_YrdGDI,1778300599.4,1778300599.46,41369,41418,50,50,0,benign,0,0.0006687441,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11324732632657677,0,tn,fp,fp,tn,tn
2597,20260508_212404_nginx_delete_YuCbYY,1778300644.276,1778300644.384,48564,48613,50,50,0,benign,0,0.0006539255,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08070559771005008,0,tn,fp,fp,tn,tn
2383,20260508_212327_dns_tamper_i0Hbez,1778300608.525,1778300608.609,45474,45527,50,47,3,benign,0,0.0006455742,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1415901177365613,0,tn,fp,fp,tn,tn
2507,20260508_212404_nginx_delete_YuCbYY,1778300641.307,1778300641.338,47644,47693,50,50,0,benign,0,0.00061401003,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00042980702099999996,0,tn,fp,fp,tn,tn
2054,20260508_212317_basic_enum_YrdGDI,1778300600.456,1778300600.482,41884,41933,50,50,0,benign,0,0.0006102767,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11320639914657676,0,tn,fp,fp,tn,tn
1998,20260508_212317_basic_enum_YrdGDI,1778300599.289,1778300599.375,41295,41346,50,50,0,benign,0,0.00060639204,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11320367988457677,0,tn,fp,fp,tn,tn
3,20260508_211655_create_user_Tyu1u6,1778300214.246,1778300214.461,11008,11057,50,50,0,benign,0,0.00058875664,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30041212964800007,0,tn,fp,fp,tn,tn
2671,20260508_212404_nginx_delete_YuCbYY,1778300645.467,1778300645.558,49360,49411,50,50,0,benign,0,0.0005789743,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08065313187005008,0,tn,fp,fp,tn,tn
2552,20260508_212404_nginx_delete_YuCbYY,1778300643.197,1778300643.271,48094,48143,50,50,0,benign,0,0.00046890613,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000328234291,0,tn,fp,fp,tn,tn
2034,20260508_212317_basic_enum_YrdGDI,1778300599.969,1778300600.13,41675,41730,50,47,3,benign,0,0.00041514993,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11306981040757677,0,tn,fp,fp,tn,tn
2062,20260508_212317_basic_enum_YrdGDI,1778300600.522,1778300600.691,41964,42013,50,50,0,benign,0,0.00041138916,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11306717786857677,0,tn,fp,fp,tn,tn
2493,20260508_212327_dns_tamper_i0Hbez,1778300610.758,1778300610.832,46636,46685,50,50,0,benign,0,0.00038421518,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1414071664225613,0,tn,fp,fp,tn,tn
2684,20260508_212404_nginx_delete_YuCbYY,1778300645.785,1778300645.878,49492,49541,50,50,0,benign,0,0.0003782454,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08051262164005009,0,tn,fp,fp,tn,tn
8,20260508_211655_create_user_Tyu1u6,1778300214.461,1778300214.765,11058,11107,50,50,0,benign,0,0.00037239675,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30026067772500004,0,tn,fp,fp,tn,tn
2556,20260508_212404_nginx_delete_YuCbYY,1778300643.268,1778300643.414,48134,48183,50,50,0,benign,0,0.00037020232,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000259141624,0,tn,fp,fp,tn,tn
2506,20260508_212404_nginx_delete_YuCbYY,1778300641.299,1778300641.337,47634,47683,50,50,0,benign,0,0.00036676152,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000256733064,0,tn,fp,fp,tn,tn
2578,20260508_212404_nginx_delete_YuCbYY,1778300643.88,1778300643.972,48361,48412,50,50,0,benign,0,0.0003603895,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08050012251005008,0,tn,fp,fp,tn,tn
2555,20260508_212404_nginx_delete_YuCbYY,1778300643.222,1778300643.408,48124,48173,50,50,0,benign,0,0.0003571255,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00024998785,0,tn,fp,fp,tn,tn
2551,20260508_212404_nginx_delete_YuCbYY,1778300643.184,1778300643.267,48084,48133,50,50,0,benign,0,0.00035396277,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000247773939,0,tn,fp,fp,tn,tn
2004,20260508_212317_basic_enum_YrdGDI,1778300599.395,1778300599.448,41359,41408,50,50,0,benign,0,0.00035092366,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11302485201857677,0,tn,fp,fp,tn,tn
2050,20260508_212317_basic_enum_YrdGDI,1778300600.403,1778300600.463,41844,41893,50,50,0,benign,0,0.0003483534,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11302305283657677,0,tn,fp,fp,tn,tn
2537,20260508_212404_nginx_delete_YuCbYY,1778300641.346,1778300642.361,47944,47993,50,49,1,benign,0,0.0003247834,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00022734838,0,tn,fp,fp,tn,tn
2565,20260508_212404_nginx_delete_YuCbYY,1778300643.489,1778300643.583,48224,48273,50,50,0,benign,0,0.00031566343,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00022096440099999998,0,tn,fp,fp,tn,tn
2491,20260508_212327_dns_tamper_i0Hbez,1778300610.758,1778300610.769,46616,46665,50,50,0,benign,0,0.0003009688,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1413488939565613,0,tn,fp,fp,tn,tn
1963,20260508_212317_basic_enum_YrdGDI,1778300598.68,1778300598.837,40929,40982,50,45,5,malicious,1,0.00030013497,0,benign,1,0.5,0,benign,fn,fn,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11298929993557677,0,fn,tp,tp,fn,fn
137,20260508_211655_create_user_Tyu1u6,1778300216.222,1778300216.263,12426,12477,50,50,0,benign,0,0.00029974664,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30020982264800006,0,tn,fp,fp,tn,tn
124,20260508_211655_create_user_Tyu1u6,1778300215.995,1778300216.037,12289,12340,50,50,0,benign,0,0.00029444156,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.300206109092,0,tn,fp,fp,tn,tn
2670,20260508_212404_nginx_delete_YuCbYY,1778300645.453,1778300645.55,49350,49401,50,50,0,benign,0,0.00028446584,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08044697594805009,0,tn,fp,fp,tn,tn
26,20260508_211655_create_user_Tyu1u6,1778300215.005,1778300215.044,11238,11287,50,50,0,benign,0,0.0002804288,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30019630016000004,0,tn,fp,fp,tn,tn
2414,20260508_212327_dns_tamper_i0Hbez,1778300609.129,1778300609.227,45808,45859,50,48,2,benign,0,0.00025991123,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1413201536575613,0,tn,fp,fp,tn,tn
2042,20260508_212317_basic_enum_YrdGDI,1778300600.161,1778300600.248,41762,41813,50,50,0,benign,0,0.00025858713,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11296021644757677,0,tn,fp,fp,tn,tn
2495,20260508_212404_nginx_delete_YuCbYY,1778300641.227,1778300641.248,47524,47573,50,50,0,benign,0,0.00025467403,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000178271821,0,tn,fp,fp,tn,tn
1892,20260508_212317_basic_enum_YrdGDI,1778300597.07,1778300597.167,40172,40223,50,50,0,benign,0,0.00025258376,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11295601408857676,0,tn,fp,fp,tn,tn
1866,20260508_212317_basic_enum_YrdGDI,1778300596.389,1778300596.476,39896,39945,50,50,0,benign,0,0.0002493925,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11295378020657677,0,tn,fp,fp,tn,tn
2304,20260508_212327_dns_tamper_i0Hbez,1778300606.63,1778300606.725,44632,44681,50,50,0,benign,0,0.0002463984,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1413106946765613,0,tn,fp,fp,tn,tn
2496,20260508_212404_nginx_delete_YuCbYY,1778300641.228,1778300641.256,47534,47583,50,50,0,benign,0,0.00022696676,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000158876732,0,tn,fp,fp,tn,tn
2538,20260508_212404_nginx_delete_YuCbYY,1778300641.346,1778300642.371,47954,48003,50,49,1,benign,0,0.00022659246,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000158614722,0,tn,fp,fp,tn,tn
13,20260508_211655_create_user_Tyu1u6,1778300214.765,1778300214.807,11108,11157,50,50,0,benign,0,0.0002219361,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30015535527000003,0,tn,fp,fp,tn,tn
151,20260508_211655_create_user_Tyu1u6,1778300216.473,1778300216.509,12568,12617,50,50,0,benign,0,0.00021531248,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.300150718736,0,tn,fp,fp,tn,tn
2497,20260508_212404_nginx_delete_YuCbYY,1778300641.228,1778300641.264,47544,47593,50,50,0,benign,0,0.00021487953,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000150415671,0,tn,fp,fp,tn,tn
2499,20260508_212404_nginx_delete_YuCbYY,1778300641.241,1778300641.281,47564,47613,50,50,0,benign,0,0.0002098937,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00014692558999999998,0,tn,fp,fp,tn,tn
2504,20260508_212404_nginx_delete_YuCbYY,1778300641.282,1778300641.322,47614,47663,50,50,0,benign,0,0.00020984946,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000146894622,0,tn,fp,fp,tn,tn
2500,20260508_212404_nginx_delete_YuCbYY,1778300641.249,1778300641.289,47574,47623,50,50,0,benign,0,0.00020984287,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000146890009,0,tn,fp,fp,tn,tn
2502,20260508_212404_nginx_delete_YuCbYY,1778300641.265,1778300641.306,47594,47643,50,50,0,benign,0,0.00020979886,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000146859202,0,tn,fp,fp,tn,tn
2505,20260508_212404_nginx_delete_YuCbYY,1778300641.291,1778300641.33,47624,47673,50,50,0,benign,0,0.00020974965,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00014682475499999998,0,tn,fp,fp,tn,tn
2498,20260508_212404_nginx_delete_YuCbYY,1778300641.233,1778300641.273,47554,47603,50,50,0,benign,0,0.00020971264,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00014679884799999999,0,tn,fp,fp,tn,tn
2503,20260508_212404_nginx_delete_YuCbYY,1778300641.274,1778300641.314,47604,47653,50,50,0,benign,0,0.0002093686,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00014655801999999998,0,tn,fp,fp,tn,tn
2501,20260508_212404_nginx_delete_YuCbYY,1778300641.257,1778300641.298,47584,47633,50,50,0,benign,0,0.00020931133,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000146517931,0,tn,fp,fp,tn,tn
2657,20260508_212404_nginx_delete_YuCbYY,1778300645.162,1778300645.251,49211,49262,50,50,0,benign,0,0.0002024863,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08038959027005008,0,tn,fp,fp,tn,tn
2434,20260508_212327_dns_tamper_i0Hbez,1778300609.512,1778300609.603,46017,46068,50,50,0,benign,0,0.00020222504,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412797733245613,0,tn,fp,fp,tn,tn
2447,20260508_212327_dns_tamper_i0Hbez,1778300609.808,1778300609.898,46156,46207,50,50,0,benign,0,0.00020220269,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412797576795613,0,tn,fp,fp,tn,tn
2591,20260508_212404_nginx_delete_YuCbYY,1778300644.174,1778300644.268,48500,48551,50,50,0,benign,0,0.00020149944,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08038889946805008,0,tn,fp,fp,tn,tn
1910,20260508_212317_basic_enum_YrdGDI,1778300597.415,1778300597.6,40363,40415,50,50,0,benign,0,0.00020114066,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11292000391857678,0,tn,fp,fp,tn,tn
17,20260508_211655_create_user_Tyu1u6,1778300214.8,1778300214.95,11148,11197,50,50,0,benign,0,0.00020013994,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30014009795800006,0,tn,fp,fp,tn,tn
2644,20260508_212404_nginx_delete_YuCbYY,1778300644.855,1778300644.957,49072,49123,50,50,0,benign,0,0.00019918484,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08038727924805009,0,tn,fp,fp,tn,tn
2492,20260508_212327_dns_tamper_i0Hbez,1778300610.758,1778300610.774,46626,46675,50,50,0,benign,0,0.00019895517,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412774844155613,0,tn,fp,fp,tn,tn
2,20260508_211655_create_user_Tyu1u6,1778300214.242,1778300214.438,10998,11047,50,50,0,benign,0,0.00019844684,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30013891278800003,0,tn,fp,fp,tn,tn
36,20260508_211655_create_user_Tyu1u6,1778300215.256,1778300215.288,11341,11392,50,50,0,benign,0,0.00019802366,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.300138616562,0,tn,fp,fp,tn,tn
1849,20260508_212317_basic_enum_YrdGDI,1778300595.885,1778300596.105,39726,39775,50,50,0,benign,0,0.00019560342,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11291612785057677,0,tn,fp,fp,tn,tn
115,20260508_211655_create_user_Tyu1u6,1778300215.806,1778300215.941,12192,12245,50,50,0,benign,0,0.00019535926,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30013675148200003,0,tn,fp,fp,tn,tn
2475,20260508_212327_dns_tamper_i0Hbez,1778300610.41,1778300610.494,46454,46505,50,50,0,benign,0,0.00018860458,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412702390025613,0,tn,fp,fp,tn,tn
2478,20260508_212327_dns_tamper_i0Hbez,1778300610.43,1778300610.653,46486,46535,50,50,0,benign,0,0.00018593355,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412683692815613,0,tn,fp,fp,tn,tn
2395,20260508_212327_dns_tamper_i0Hbez,1778300608.743,1778300608.816,45600,45658,50,50,0,benign,0,0.00018477647,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412675593255613,0,tn,fp,fp,tn,tn
1839,20260508_212317_basic_enum_YrdGDI,1778300595.193,1778300595.733,39626,39675,50,50,0,benign,0,0.00017451106,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11290136319857677,0,tn,fp,fp,tn,tn
1999,20260508_212317_basic_enum_YrdGDI,1778300599.3,1778300599.382,41305,41358,50,50,0,benign,0,0.00017360256,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11290072724857678,0,tn,fp,fp,tn,tn
2308,20260508_212327_dns_tamper_i0Hbez,1778300606.673,1778300606.96,44672,44724,50,50,0,benign,0,0.00017339957,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412595954955613,0,tn,fp,fp,tn,tn
2321,20260508_212327_dns_tamper_i0Hbez,1778300607.059,1778300607.266,44809,44863,50,50,0,benign,0,0.00017315637,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412594252555613,0,tn,fp,fp,tn,tn
1870,20260508_212317_basic_enum_YrdGDI,1778300596.43,1778300596.715,39936,39988,50,50,0,benign,0,0.00017291828,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11290024825257677,0,tn,fp,fp,tn,tn
1848,20260508_212317_basic_enum_YrdGDI,1778300595.876,1778300596.092,39716,39765,50,50,0,benign,0,0.00017279352,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11290016092057677,0,tn,fp,fp,tn,tn
2542,20260508_212404_nginx_delete_YuCbYY,1778300642.363,1778300643.088,47994,48043,50,50,0,benign,0,0.00016962783,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.000118739481,0,tn,fp,fp,tn,tn
2675,20260508_212404_nginx_delete_YuCbYY,1778300645.552,1778300645.712,49402,49451,50,50,0,benign,0,0.00016894328,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08036611015605008,0,tn,fp,fp,tn,tn
2683,20260508_212404_nginx_delete_YuCbYY,1778300645.775,1778300645.824,49482,49531,50,50,0,benign,0,0.00016725884,0,benign,0,0.5,0,benign,tn,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,0,1,1,0,0.08036493104805008,0,tn,fp,fp,tn,tn
2059,20260508_212317_basic_enum_YrdGDI,1778300600.484,1778300600.543,41934,41983,50,50,0,benign,0,0.00016721881,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11289625862357677,0,tn,fp,fp,tn,tn
2550,20260508_212404_nginx_delete_YuCbYY,1778300643.173,1778300643.222,48074,48123,50,50,0,benign,0,0.00016689608,0,benign,0,0.5,0,benign,tn,,1,180,0.1916537226960299,0.1916537226960299,1,malicious,0.0,0,1,1,0,0.00011682725599999998,0,tn,fp,fp,tn,tn
2335,20260508_212327_dns_tamper_i0Hbez,1778300607.429,1778300607.565,44960,45012,50,50,0,benign,0,0.00016600537,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412544195555613,0,tn,fp,fp,tn,tn
153,20260508_211655_create_user_Tyu1u6,1778300216.492,1778300216.858,12588,12637,50,50,0,benign,0,0.00016571123,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.300115997861,0,tn,fp,fp,tn,tn
2346,20260508_212327_dns_tamper_i0Hbez,1778300607.675,1778300607.768,45077,45130,50,50,0,benign,0,0.00016567869,0,benign,0,0.5,0,benign,tn,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,0,1,1,0,0.1412541908795613,0,tn,fp,fp,tn,tn
128,20260508_211655_create_user_Tyu1u6,1778300216.032,1778300216.172,12329,12383,50,50,0,benign,0,0.00016562182,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30011593527400005,0,tn,fp,fp,tn,tn
1921,20260508_212317_basic_enum_YrdGDI,1778300597.698,1778300597.782,40480,40533,50,49,1,benign,0,0.00016495452,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11289467362057677,0,tn,fp,fp,tn,tn
2018,20260508_212317_basic_enum_YrdGDI,1778300599.613,1778300599.694,41504,41557,50,50,0,benign,0,0.00016491898,0,benign,0,0.5,0,benign,tn,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,0,1,1,0,0.11289464874257676,0,tn,fp,fp,tn,tn
140,20260508_211655_create_user_Tyu1u6,1778300216.252,1778300216.41,12456,12507,50,50,0,benign,0,0.00016489021,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30011542314700007,0,tn,fp,fp,tn,tn
30,20260508_211655_create_user_Tyu1u6,1778300215.041,1778300215.252,11278,11330,50,50,0,benign,0,0.00016418623,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30011493036100007,0,tn,fp,fp,tn,tn
127,20260508_211655_create_user_Tyu1u6,1778300216.025,1778300216.165,12319,12372,50,50,0,benign,0,0.00016413818,0,benign,0,0.5,0,benign,tn,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,0,1,1,0,0.30011489672600006,0,tn,fp,fp,tn,tn
