sequence_id,segment_id,start_timestamp,end_timestamp,start_event_id,end_event_id,event_count,benign_event_count,malicious_event_count,sequence_label,y
637,20260508_211713_sudoers_mod_zCim6D,1778300234.679000,1778300234.729000,17763,17813,50,50,0,benign,0
638,20260508_211713_sudoers_mod_zCim6D,1778300234.680000,1778300234.737000,17774,17823,50,50,0,benign,0
639,20260508_211713_sudoers_mod_zCim6D,1778300234.699000,1778300234.745000,17784,17833,50,50,0,benign,0
640,20260508_211713_sudoers_mod_zCim6D,1778300234.708000,1778300234.747000,17794,17845,50,50,0,benign,0
641,20260508_211713_sudoers_mod_zCim6D,1778300234.719000,1778300234.801000,17804,17855,50,50,0,benign,0
642,20260508_211713_sudoers_mod_zCim6D,1778300234.730000,1778300234.819000,17814,17867,50,50,0,benign,0
643,20260508_211713_sudoers_mod_zCim6D,1778300234.738000,1778300234.821000,17824,17877,50,50,0,benign,0
644,20260508_211713_sudoers_mod_zCim6D,1778300234.745000,1778300234.921000,17834,17887,50,50,0,benign,0
645,20260508_211713_sudoers_mod_zCim6D,1778300234.797000,1778300234.956000,17846,17899,50,50,0,benign,0
646,20260508_211713_sudoers_mod_zCim6D,1778300234.801000,1778300234.972000,17856,17912,50,50,0,benign,0
647,20260508_211713_sudoers_mod_zCim6D,1778300234.819000,1778300234.989000,17868,17922,50,50,0,benign,0
648,20260508_211713_sudoers_mod_zCim6D,1778300234.920000,1778300235.000000,17878,17932,50,50,0,benign,0
649,20260508_211713_sudoers_mod_zCim6D,1778300234.921000,1778300235.010000,17888,17942,50,50,0,benign,0
650,20260508_211713_sudoers_mod_zCim6D,1778300234.970000,1778300235.020000,17902,17952,50,50,0,benign,0
651,20260508_211713_sudoers_mod_zCim6D,1778300234.972000,1778300235.027000,17913,17962,50,50,0,benign,0
652,20260508_211713_sudoers_mod_zCim6D,1778300234.990000,1778300235.037000,17923,17972,50,50,0,benign,0
653,20260508_211713_sudoers_mod_zCim6D,1778300235.001000,1778300235.039000,17933,17984,50,50,0,benign,0
654,20260508_211713_sudoers_mod_zCim6D,1778300235.011000,1778300235.098000,17943,17994,50,50,0,benign,0
655,20260508_211713_sudoers_mod_zCim6D,1778300235.022000,1778300235.142000,17953,18004,50,50,0,benign,0
656,20260508_211713_sudoers_mod_zCim6D,1778300235.029000,1778300235.144000,17963,18014,50,50,0,benign,0
657,20260508_211713_sudoers_mod_zCim6D,1778300235.037000,1778300235.245000,17973,18024,50,50,0,benign,0
658,20260508_211713_sudoers_mod_zCim6D,1778300235.039000,1778300235.254000,17985,18034,50,50,0,benign,0
659,20260508_211713_sudoers_mod_zCim6D,1778300235.098000,1778300235.296000,17995,18044,50,50,0,benign,0
660,20260508_211713_sudoers_mod_zCim6D,1778300235.142000,1778300235.306000,18005,18054,50,50,0,benign,0
661,20260508_211713_sudoers_mod_zCim6D,1778300235.144000,1778300235.314000,18015,18064,50,50,0,benign,0
662,20260508_211713_sudoers_mod_zCim6D,1778300235.245000,1778300235.323000,18025,18074,50,50,0,benign,0
663,20260508_211713_sudoers_mod_zCim6D,1778300235.254000,1778300235.334000,18035,18084,50,50,0,benign,0
664,20260508_211713_sudoers_mod_zCim6D,1778300235.296000,1778300235.345000,18045,18094,50,50,0,benign,0
665,20260508_211713_sudoers_mod_zCim6D,1778300235.307000,1778300235.353000,18055,18104,50,50,0,benign,0
666,20260508_211713_sudoers_mod_zCim6D,1778300235.315000,1778300235.360000,18065,18114,50,50,0,benign,0
667,20260508_211713_sudoers_mod_zCim6D,1778300235.325000,1778300235.404000,18075,18124,50,50,0,benign,0
668,20260508_211713_sudoers_mod_zCim6D,1778300235.336000,1778300235.409000,18085,18134,50,50,0,benign,0
669,20260508_211713_sudoers_mod_zCim6D,1778300235.345000,1778300235.542000,18095,18144,50,50,0,benign,0
670,20260508_211713_sudoers_mod_zCim6D,1778300235.355000,1778300235.648000,18105,18154,50,50,0,benign,0
671,20260508_211713_sudoers_mod_zCim6D,1778300235.360000,1778300235.656000,18115,18164,50,50,0,benign,0
672,20260508_211713_sudoers_mod_zCim6D,1778300235.405000,1778300235.685000,18125,18174,50,50,0,benign,0
673,20260508_211713_sudoers_mod_zCim6D,1778300235.409000,1778300235.699000,18135,18184,50,50,0,benign,0
674,20260508_211713_sudoers_mod_zCim6D,1778300235.542000,1778300235.712000,18145,18194,50,50,0,benign,0
675,20260508_211713_sudoers_mod_zCim6D,1778300235.648000,1778300235.723000,18155,18204,50,50,0,benign,0
676,20260508_211713_sudoers_mod_zCim6D,1778300235.656000,1778300235.731000,18165,18214,50,50,0,benign,0
677,20260508_211713_sudoers_mod_zCim6D,1778300235.697000,1778300235.743000,18175,18224,50,50,0,benign,0
678,20260508_211713_sudoers_mod_zCim6D,1778300235.699000,1778300235.751000,18185,18234,50,50,0,benign,0
679,20260508_211713_sudoers_mod_zCim6D,1778300235.712000,1778300235.763000,18195,18244,50,50,0,benign,0
680,20260508_211713_sudoers_mod_zCim6D,1778300235.723000,1778300235.766000,18205,18254,50,50,0,benign,0
681,20260508_211713_sudoers_mod_zCim6D,1778300235.733000,1778300235.812000,18215,18264,50,50,0,benign,0
682,20260508_211713_sudoers_mod_zCim6D,1778300235.745000,1778300235.828000,18225,18274,50,50,0,benign,0
683,20260508_211713_sudoers_mod_zCim6D,1778300235.752000,1778300235.830000,18235,18284,50,50,0,benign,0
684,20260508_211713_sudoers_mod_zCim6D,1778300235.763000,1778300235.930000,18245,18294,50,50,0,benign,0
685,20260508_211713_sudoers_mod_zCim6D,1778300235.766000,1778300235.938000,18255,18304,50,50,0,benign,0
686,20260508_211713_sudoers_mod_zCim6D,1778300235.812000,1778300235.980000,18265,18314,50,50,0,benign,0
687,20260508_211713_sudoers_mod_zCim6D,1778300235.828000,1778300235.992000,18275,18324,50,50,0,benign,0
688,20260508_211713_sudoers_mod_zCim6D,1778300235.830000,1778300236.000000,18285,18334,50,50,0,benign,0
689,20260508_211713_sudoers_mod_zCim6D,1778300235.930000,1778300236.010000,18295,18344,50,50,0,benign,0
690,20260508_211713_sudoers_mod_zCim6D,1778300235.938000,1778300236.019000,18305,18354,50,50,0,benign,0
691,20260508_211713_sudoers_mod_zCim6D,1778300235.980000,1778300236.019000,18315,18364,50,50,0,benign,0
692,20260508_211713_sudoers_mod_zCim6D,1778300235.993000,1778300236.019000,18325,18374,50,50,0,benign,0
693,20260508_211713_sudoers_mod_zCim6D,1778300236.002000,1778300236.023000,18335,18384,50,50,0,benign,0
694,20260508_211713_sudoers_mod_zCim6D,1778300236.011000,1778300236.027000,18345,18394,50,50,0,benign,0
695,20260508_211713_sudoers_mod_zCim6D,1778300236.019000,1778300236.031000,18355,18404,50,50,0,benign,0
696,20260508_211713_sudoers_mod_zCim6D,1778300236.019000,1778300236.035000,18365,18414,50,50,0,benign,0
697,20260508_211713_sudoers_mod_zCim6D,1778300236.020000,1778300236.039000,18375,18424,50,50,0,benign,0
698,20260508_211713_sudoers_mod_zCim6D,1778300236.023000,1778300236.043000,18385,18434,50,50,0,benign,0
699,20260508_211713_sudoers_mod_zCim6D,1778300236.028000,1778300236.048000,18395,18444,50,50,0,benign,0
700,20260508_211713_sudoers_mod_zCim6D,1778300236.032000,1778300236.052000,18405,18454,50,50,0,benign,0
701,20260508_211713_sudoers_mod_zCim6D,1778300236.035000,1778300236.056000,18415,18464,50,50,0,benign,0
702,20260508_211713_sudoers_mod_zCim6D,1778300236.039000,1778300236.058000,18425,18474,50,50,0,benign,0
703,20260508_211713_sudoers_mod_zCim6D,1778300236.043000,1778300236.112000,18435,18484,50,50,0,benign,0
704,20260508_211713_sudoers_mod_zCim6D,1778300236.048000,1778300236.126000,18445,18494,50,50,0,benign,0
705,20260508_211713_sudoers_mod_zCim6D,1778300236.052000,1778300236.229000,18455,18504,50,50,0,benign,0
706,20260508_211713_sudoers_mod_zCim6D,1778300236.056000,1778300236.230000,18465,18514,50,50,0,benign,0
707,20260508_211713_sudoers_mod_zCim6D,1778300236.107000,1778300236.267000,18475,18524,50,50,0,benign,0
708,20260508_211713_sudoers_mod_zCim6D,1778300236.112000,1778300236.280000,18485,18534,50,50,0,benign,0
709,20260508_211713_sudoers_mod_zCim6D,1778300236.126000,1778300236.292000,18495,18544,50,50,0,benign,0
710,20260508_211713_sudoers_mod_zCim6D,1778300236.230000,1778300236.301000,18505,18554,50,50,0,benign,0
711,20260508_211713_sudoers_mod_zCim6D,1778300236.238000,1778300236.311000,18515,18564,50,50,0,benign,0
712,20260508_211713_sudoers_mod_zCim6D,1778300236.267000,1778300236.322000,18525,18574,50,50,0,benign,0
713,20260508_211713_sudoers_mod_zCim6D,1778300236.280000,1778300236.330000,18535,18584,50,50,0,benign,0
714,20260508_211713_sudoers_mod_zCim6D,1778300236.292000,1778300236.341000,18545,18594,50,50,0,benign,0
715,20260508_211713_sudoers_mod_zCim6D,1778300236.303000,1778300236.346000,18555,18604,50,50,0,benign,0
716,20260508_211713_sudoers_mod_zCim6D,1778300236.311000,1778300236.408000,18565,18614,50,50,0,benign,0
717,20260508_211713_sudoers_mod_zCim6D,1778300236.322000,1778300236.410000,18575,18624,50,50,0,benign,0
718,20260508_211713_sudoers_mod_zCim6D,1778300236.331000,1778300236.424000,18585,18634,50,50,0,benign,0
719,20260508_211713_sudoers_mod_zCim6D,1778300236.342000,1778300236.525000,18595,18644,50,50,0,benign,0
720,20260508_211713_sudoers_mod_zCim6D,1778300236.347000,1778300236.533000,18605,18654,50,50,0,benign,0
721,20260508_211713_sudoers_mod_zCim6D,1778300236.408000,1778300236.607000,18615,18664,50,50,0,benign,0
722,20260508_211713_sudoers_mod_zCim6D,1778300236.420000,1778300236.607000,18625,18674,50,50,0,benign,0
723,20260508_211713_sudoers_mod_zCim6D,1778300236.424000,1778300236.629000,18635,18684,50,50,0,benign,0
724,20260508_211713_sudoers_mod_zCim6D,1778300236.525000,1778300236.638000,18645,18694,50,50,0,benign,0
725,20260508_211713_sudoers_mod_zCim6D,1778300236.533000,1778300236.650000,18655,18704,50,50,0,benign,0
726,20260508_211713_sudoers_mod_zCim6D,1778300236.607000,1778300236.663000,18665,18714,50,50,0,benign,0
727,20260508_211713_sudoers_mod_zCim6D,1778300236.608000,1778300236.670000,18675,18724,50,50,0,benign,0
728,20260508_211713_sudoers_mod_zCim6D,1778300236.630000,1778300236.679000,18685,18734,50,50,0,benign,0
729,20260508_211713_sudoers_mod_zCim6D,1778300236.640000,1778300236.681000,18695,18744,50,50,0,benign,0
730,20260508_211713_sudoers_mod_zCim6D,1778300236.651000,1778300236.738000,18705,18754,50,50,0,benign,0
731,20260508_211713_sudoers_mod_zCim6D,1778300236.663000,1778300236.752000,18715,18764,50,50,0,benign,0
732,20260508_211713_sudoers_mod_zCim6D,1778300236.672000,1778300236.857000,18725,18774,50,50,0,benign,0
733,20260508_211713_sudoers_mod_zCim6D,1778300236.680000,1778300236.858000,18735,18784,50,50,0,benign,0
734,20260508_211713_sudoers_mod_zCim6D,1778300236.681000,1778300236.894000,18745,18794,50,50,0,benign,0
735,20260508_211713_sudoers_mod_zCim6D,1778300236.738000,1778300236.907000,18755,18804,50,50,0,benign,0
736,20260508_211713_sudoers_mod_zCim6D,1778300236.752000,1778300236.921000,18765,18814,50,50,0,benign,0
737,20260508_211713_sudoers_mod_zCim6D,1778300236.857000,1778300236.930000,18775,18824,50,50,0,benign,0
738,20260508_211713_sudoers_mod_zCim6D,1778300236.866000,1778300236.940000,18785,18834,50,50,0,benign,0
739,20260508_211713_sudoers_mod_zCim6D,1778300236.895000,1778300236.952000,18795,18844,50,50,0,benign,0
740,20260508_211713_sudoers_mod_zCim6D,1778300236.907000,1778300236.957000,18805,18854,50,50,0,benign,0
741,20260508_211713_sudoers_mod_zCim6D,1778300236.921000,1778300236.969000,18815,18864,50,50,0,benign,0
742,20260508_211713_sudoers_mod_zCim6D,1778300236.932000,1778300236.974000,18825,18874,50,50,0,benign,0
743,20260508_211713_sudoers_mod_zCim6D,1778300236.940000,1778300237.031000,18835,18884,50,50,0,benign,0
744,20260508_211713_sudoers_mod_zCim6D,1778300236.952000,1778300237.033000,18845,18894,50,50,0,benign,0
745,20260508_211713_sudoers_mod_zCim6D,1778300236.959000,1778300237.035000,18855,18904,50,50,0,benign,0
746,20260508_211713_sudoers_mod_zCim6D,1778300236.971000,1778300237.037000,18865,18914,50,50,0,benign,0
747,20260508_211713_sudoers_mod_zCim6D,1778300236.974000,1778300237.038000,18875,18924,50,50,0,benign,0
748,20260508_211713_sudoers_mod_zCim6D,1778300237.032000,1778300237.039000,18885,18934,50,50,0,benign,0
749,20260508_211713_sudoers_mod_zCim6D,1778300237.033000,1778300237.040000,18895,18944,50,50,0,benign,0
750,20260508_211713_sudoers_mod_zCim6D,1778300237.035000,1778300238.055000,18905,18954,50,50,0,benign,0
751,20260508_211713_sudoers_mod_zCim6D,1778300237.037000,1778300238.056000,18915,18964,50,50,0,benign,0
752,20260508_211713_sudoers_mod_zCim6D,1778300237.038000,1778300238.056000,18925,18974,50,50,0,benign,0
753,20260508_211713_sudoers_mod_zCim6D,1778300237.039000,1778300238.058000,18935,18984,50,50,0,benign,0
754,20260508_211801_root_copyfail_YGhMdA,1778300277.679000,1778300279.719000,20009,20058,50,50,0,benign,0
755,20260508_211801_root_copyfail_YGhMdA,1778300277.680000,1778300279.822000,20019,20068,50,50,0,benign,0
756,20260508_211801_root_copyfail_YGhMdA,1778300277.681000,1778300279.823000,20029,20078,50,50,0,benign,0
757,20260508_211801_root_copyfail_YGhMdA,1778300277.685000,1778300279.830000,20039,20088,50,50,0,benign,0
758,20260508_211801_root_copyfail_YGhMdA,1778300277.803000,1778300279.872000,20049,20098,50,50,0,benign,0
759,20260508_211801_root_copyfail_YGhMdA,1778300279.719000,1778300279.887000,20059,20108,50,50,0,benign,0
760,20260508_211801_root_copyfail_YGhMdA,1778300279.822000,1778300279.898000,20069,20118,50,50,0,benign,0
761,20260508_211801_root_copyfail_YGhMdA,1778300279.823000,1778300279.916000,20079,20128,50,50,0,benign,0
762,20260508_211801_root_copyfail_YGhMdA,1778300279.858000,1778300280.251000,20089,20138,50,50,0,benign,0
763,20260508_211801_root_copyfail_YGhMdA,1778300279.872000,1778300280.264000,20099,20148,50,50,0,benign,0
764,20260508_211801_root_copyfail_YGhMdA,1778300279.888000,1778300280.276000,20109,20158,50,50,0,benign,0
765,20260508_211801_root_copyfail_YGhMdA,1778300279.900000,1778300280.286000,20119,20168,50,50,0,benign,0
766,20260508_211801_root_copyfail_YGhMdA,1778300279.941000,1778300280.297000,20129,20178,50,50,0,benign,0
767,20260508_211801_root_copyfail_YGhMdA,1778300280.251000,1778300280.301000,20139,20188,50,50,0,benign,0
768,20260508_211801_root_copyfail_YGhMdA,1778300280.267000,1778300280.347000,20149,20198,50,50,0,benign,0
769,20260508_211801_root_copyfail_YGhMdA,1778300280.279000,1778300280.383000,20159,20208,50,50,0,benign,0
770,20260508_211801_root_copyfail_YGhMdA,1778300280.287000,1778300280.389000,20169,20218,50,50,0,benign,0
771,20260508_211801_root_copyfail_YGhMdA,1778300280.297000,1778300280.493000,20179,20228,50,50,0,benign,0
772,20260508_211801_root_copyfail_YGhMdA,1778300280.301000,1778300280.500000,20189,20238,50,50,0,benign,0
773,20260508_211801_root_copyfail_YGhMdA,1778300280.347000,1778300280.543000,20199,20248,50,50,0,benign,0
774,20260508_211801_root_copyfail_YGhMdA,1778300280.386000,1778300280.544000,20209,20258,50,50,0,benign,0
775,20260508_211801_root_copyfail_YGhMdA,1778300280.389000,1778300280.561000,20219,20268,50,50,0,benign,0
776,20260508_211801_root_copyfail_YGhMdA,1778300280.493000,1778300280.575000,20229,20278,50,50,0,benign,0
777,20260508_211801_root_copyfail_YGhMdA,1778300280.500000,1778300280.585000,20239,20288,50,50,0,benign,0
778,20260508_211801_root_copyfail_YGhMdA,1778300280.543000,1778300280.597000,20249,20298,50,50,0,benign,0
779,20260508_211801_root_copyfail_YGhMdA,1778300280.552000,1778300280.606000,20259,20308,50,50,0,benign,0
780,20260508_211801_root_copyfail_YGhMdA,1778300280.563000,1778300280.614000,20269,20318,50,50,0,benign,0
781,20260508_211801_root_copyfail_YGhMdA,1778300280.575000,1778300280.615000,20279,20328,50,50,0,benign,0
782,20260508_211801_root_copyfail_YGhMdA,1778300280.586000,1778300280.678000,20289,20338,50,50,0,benign,0
783,20260508_211801_root_copyfail_YGhMdA,1778300280.597000,1778300280.772000,20299,20350,50,50,0,benign,0
784,20260508_211801_root_copyfail_YGhMdA,1778300280.607000,1778300280.877000,20309,20360,50,50,0,benign,0
785,20260508_211801_root_copyfail_YGhMdA,1778300280.615000,1778300280.885000,20319,20371,50,50,0,benign,0
786,20260508_211801_root_copyfail_YGhMdA,1778300280.672000,1778300280.959000,20329,20384,50,50,0,benign,0
787,20260508_211801_root_copyfail_YGhMdA,1778300280.678000,1778300280.961000,20339,20395,50,50,0,benign,0
788,20260508_211801_root_copyfail_YGhMdA,1778300280.772000,1778300280.987000,20351,20405,50,50,0,benign,0
789,20260508_211801_root_copyfail_YGhMdA,1778300280.877000,1778300280.999000,20361,20415,50,50,0,benign,0
790,20260508_211801_root_copyfail_YGhMdA,1778300280.885000,1778300281.016000,20372,20425,50,50,0,benign,0
791,20260508_211801_root_copyfail_YGhMdA,1778300280.959000,1778300281.026000,20385,20435,50,50,0,benign,0
792,20260508_211801_root_copyfail_YGhMdA,1778300280.961000,1778300281.035000,20396,20445,50,50,0,benign,0
793,20260508_211801_root_copyfail_YGhMdA,1778300280.988000,1778300281.047000,20406,20455,50,50,0,benign,0
794,20260508_211801_root_copyfail_YGhMdA,1778300281.003000,1778300281.106000,20416,20467,50,50,0,benign,0
795,20260508_211801_root_copyfail_YGhMdA,1778300281.017000,1778300281.121000,20426,20477,50,50,0,benign,0
796,20260508_211801_root_copyfail_YGhMdA,1778300281.026000,1778300281.126000,20437,20487,50,50,0,benign,0
797,20260508_211801_root_copyfail_YGhMdA,1778300281.036000,1778300281.137000,20446,20497,50,50,0,benign,0
798,20260508_211801_root_copyfail_YGhMdA,1778300281.047000,1778300281.145000,20456,20507,50,50,0,benign,0
799,20260508_211801_root_copyfail_YGhMdA,1778300281.107000,1778300281.149000,20468,20517,50,50,0,benign,0
800,20260508_211801_root_copyfail_YGhMdA,1778300281.121000,1778300281.158000,20478,20527,50,45,5,malicious,1
801,20260508_211801_root_copyfail_YGhMdA,1778300281.126000,1778300281.163000,20488,20537,50,39,11,malicious,1
802,20260508_211801_root_copyfail_YGhMdA,1778300281.138000,1778300283.164000,20498,20547,50,33,17,malicious,1
803,20260508_211801_root_copyfail_YGhMdA,1778300281.145000,1778300284.173000,20508,20557,50,33,17,malicious,1
804,20260508_211801_root_copyfail_YGhMdA,1778300281.150000,1778300284.180000,20518,20569,50,33,17,malicious,1
805,20260508_211801_root_copyfail_YGhMdA,1778300281.158000,1778300284.195000,20528,20579,50,38,12,malicious,1
806,20260508_211801_root_copyfail_YGhMdA,1778300281.163000,1778300284.299000,20538,20589,50,44,6,malicious,1
807,20260508_211801_root_copyfail_YGhMdA,1778300283.165000,1778300284.307000,20548,20600,50,50,0,benign,0
808,20260508_211801_root_copyfail_YGhMdA,1778300284.173000,1778300284.349000,20558,20614,50,50,0,benign,0
809,20260508_211801_root_copyfail_YGhMdA,1778300284.180000,1778300284.359000,20570,20624,50,50,0,benign,0
810,20260508_211801_root_copyfail_YGhMdA,1778300284.197000,1778300284.369000,20580,20634,50,50,0,benign,0
811,20260508_211801_root_copyfail_YGhMdA,1778300284.299000,1778300284.384000,20590,20644,50,50,0,benign,0
812,20260508_211801_root_copyfail_YGhMdA,1778300284.307000,1778300284.400000,20601,20654,50,50,0,benign,0
813,20260508_211801_root_copyfail_YGhMdA,1778300284.349000,1778300284.411000,20615,20664,50,50,0,benign,0
814,20260508_211801_root_copyfail_YGhMdA,1778300284.360000,1778300284.423000,20625,20674,50,50,0,benign,0
815,20260508_211801_root_copyfail_YGhMdA,1778300284.370000,1778300284.429000,20635,20685,50,50,0,benign,0
816,20260508_211801_root_copyfail_YGhMdA,1778300284.385000,1778300284.477000,20645,20696,50,50,0,benign,0
817,20260508_211801_root_copyfail_YGhMdA,1778300284.402000,1778300284.485000,20655,20708,50,50,0,benign,0
818,20260508_211801_root_copyfail_YGhMdA,1778300284.412000,1778300284.505000,20665,20718,50,50,0,benign,0
819,20260508_211801_root_copyfail_YGhMdA,1778300284.424000,1778300284.607000,20675,20728,50,50,0,benign,0
820,20260508_211801_root_copyfail_YGhMdA,1778300284.429000,1778300284.615000,20686,20739,50,50,0,benign,0
821,20260508_211801_root_copyfail_YGhMdA,1778300284.477000,1778300284.658000,20697,20753,50,50,0,benign,0
822,20260508_211801_root_copyfail_YGhMdA,1778300284.485000,1778300284.669000,20709,20763,50,50,0,benign,0
823,20260508_211801_root_copyfail_YGhMdA,1778300284.505000,1778300284.682000,20719,20773,50,50,0,benign,0
824,20260508_211801_root_copyfail_YGhMdA,1778300284.608000,1778300284.697000,20729,20783,50,50,0,benign,0
825,20260508_211801_root_copyfail_YGhMdA,1778300284.615000,1778300284.712000,20740,20793,50,50,0,benign,0
826,20260508_211801_root_copyfail_YGhMdA,1778300284.658000,1778300284.721000,20754,20803,50,50,0,benign,0
827,20260508_211801_root_copyfail_YGhMdA,1778300284.669000,1778300284.733000,20764,20813,50,50,0,benign,0
828,20260508_211801_root_copyfail_YGhMdA,1778300284.683000,1778300284.739000,20774,20824,50,50,0,benign,0
829,20260508_211801_root_copyfail_YGhMdA,1778300284.698000,1778300284.792000,20784,20835,50,50,0,benign,0
830,20260508_211801_root_copyfail_YGhMdA,1778300284.714000,1778300284.805000,20794,20847,50,50,0,benign,0
831,20260508_211801_root_copyfail_YGhMdA,1778300284.722000,1778300284.810000,20804,20857,50,50,0,benign,0
832,20260508_211801_root_copyfail_YGhMdA,1778300284.735000,1778300284.911000,20814,20867,50,50,0,benign,0
833,20260508_211801_root_copyfail_YGhMdA,1778300284.739000,1778300284.919000,20825,20878,50,50,0,benign,0
834,20260508_211801_root_copyfail_YGhMdA,1778300284.792000,1778300284.949000,20836,20890,50,50,0,benign,0
835,20260508_211801_root_copyfail_YGhMdA,1778300284.807000,1778300284.951000,20848,20900,50,50,0,benign,0
836,20260508_211801_root_copyfail_YGhMdA,1778300284.810000,1778300284.953000,20858,20910,50,50,0,benign,0
837,20260508_211801_root_copyfail_YGhMdA,1778300284.911000,1778300284.957000,20868,20920,50,50,0,benign,0
838,20260508_211801_root_copyfail_YGhMdA,1778300284.919000,1778300284.957000,20879,20930,50,50,0,benign,0
839,20260508_211801_root_copyfail_YGhMdA,1778300284.950000,1778300284.959000,20891,20940,50,50,0,benign,0
840,20260508_211801_root_copyfail_YGhMdA,1778300284.951000,1778300284.962000,20901,20952,50,50,0,benign,0
841,20260508_211801_root_copyfail_YGhMdA,1778300284.953000,1778300284.970000,20911,20962,50,50,0,benign,0
842,20260508_211801_root_copyfail_YGhMdA,1778300284.957000,1778300284.979000,20921,20972,50,50,0,benign,0
843,20260508_211801_root_copyfail_YGhMdA,1778300284.957000,1778300284.985000,20931,20982,50,50,0,benign,0
844,20260508_211801_root_copyfail_YGhMdA,1778300284.959000,1778300284.993000,20941,20992,50,50,0,benign,0
845,20260508_211801_root_copyfail_YGhMdA,1778300284.962000,1778300284.999000,20953,21002,50,50,0,benign,0
846,20260508_211801_root_copyfail_YGhMdA,1778300284.972000,1778300285.006000,20963,21012,50,50,0,benign,0
847,20260508_211801_root_copyfail_YGhMdA,1778300284.979000,1778300285.015000,20973,21022,50,50,0,benign,0
848,20260508_211801_root_copyfail_YGhMdA,1778300284.986000,1778300285.023000,20983,21032,50,50,0,benign,0
849,20260508_211801_root_copyfail_YGhMdA,1778300284.993000,1778300285.031000,20993,21042,50,50,0,benign,0
850,20260508_211801_root_copyfail_YGhMdA,1778300284.999000,1778300285.037000,21003,21052,50,50,0,benign,0
851,20260508_211801_root_copyfail_YGhMdA,1778300285.006000,1778300285.044000,21014,21062,50,50,0,benign,0
852,20260508_211801_root_copyfail_YGhMdA,1778300285.016000,1778300285.053000,21023,21072,50,50,0,benign,0
853,20260508_211801_root_copyfail_YGhMdA,1778300285.024000,1778300285.059000,21033,21082,50,50,0,benign,0
854,20260508_211801_root_copyfail_YGhMdA,1778300285.031000,1778300285.066000,21043,21092,50,50,0,benign,0
855,20260508_211801_root_copyfail_YGhMdA,1778300285.037000,1778300285.073000,21053,21102,50,50,0,benign,0
856,20260508_211801_root_copyfail_YGhMdA,1778300285.046000,1778300285.080000,21063,21113,50,50,0,benign,0
857,20260508_211801_root_copyfail_YGhMdA,1778300285.053000,1778300285.083000,21073,21124,50,50,0,benign,0
858,20260508_211801_root_copyfail_YGhMdA,1778300285.060000,1778300285.091000,21083,21134,50,50,0,benign,0
859,20260508_211801_root_copyfail_YGhMdA,1778300285.068000,1778300285.099000,21093,21144,50,50,0,benign,0
860,20260508_211801_root_copyfail_YGhMdA,1778300285.073000,1778300285.106000,21103,21154,50,50,0,benign,0
861,20260508_211801_root_copyfail_YGhMdA,1778300285.081000,1778300285.107000,21114,21164,50,50,0,benign,0
862,20260508_211801_root_copyfail_YGhMdA,1778300285.084000,1778300285.107000,21125,21174,50,50,0,benign,0
863,20260508_211801_root_copyfail_YGhMdA,1778300285.092000,1778300285.107000,21135,21184,50,50,0,benign,0
864,20260508_211801_root_copyfail_YGhMdA,1778300285.099000,1778300285.107000,21145,21194,50,50,0,benign,0
865,20260508_211801_root_copyfail_YGhMdA,1778300285.106000,1778300285.107000,21155,21204,50,50,0,benign,0
866,20260508_211801_root_copyfail_YGhMdA,1778300285.107000,1778300285.108000,21165,21214,50,50,0,benign,0
867,20260508_211801_root_copyfail_YGhMdA,1778300285.107000,1778300285.111000,21175,21224,50,50,0,benign,0
868,20260508_211801_root_copyfail_YGhMdA,1778300285.107000,1778300285.112000,21185,21234,50,50,0,benign,0
869,20260508_211801_root_copyfail_YGhMdA,1778300285.107000,1778300285.112000,21195,21244,50,50,0,benign,0
870,20260508_211801_root_copyfail_YGhMdA,1778300285.107000,1778300285.114000,21205,21254,50,50,0,benign,0
871,20260508_211801_root_copyfail_YGhMdA,1778300285.108000,1778300285.143000,21215,21264,50,50,0,benign,0
872,20260508_211801_root_copyfail_YGhMdA,1778300285.111000,1778300285.159000,21225,21276,50,50,0,benign,0
873,20260508_211801_root_copyfail_YGhMdA,1778300285.112000,1778300285.266000,21235,21286,50,50,0,benign,0
874,20260508_211801_root_copyfail_YGhMdA,1778300285.112000,1778300285.275000,21245,21297,50,50,0,benign,0
875,20260508_211801_root_copyfail_YGhMdA,1778300285.131000,1778300285.316000,21255,21310,50,50,0,benign,0
876,20260508_211801_root_copyfail_YGhMdA,1778300285.143000,1778300285.318000,21265,21321,50,50,0,benign,0
877,20260508_211801_root_copyfail_YGhMdA,1778300285.159000,1778300285.333000,21277,21331,50,50,0,benign,0
878,20260508_211801_root_copyfail_YGhMdA,1778300285.266000,1778300285.344000,21287,21341,50,50,0,benign,0
879,20260508_211801_root_copyfail_YGhMdA,1778300285.275000,1778300285.360000,21298,21351,50,50,0,benign,0
880,20260508_211801_root_copyfail_YGhMdA,1778300285.316000,1778300285.374000,21311,21361,50,50,0,benign,0
881,20260508_211801_root_copyfail_YGhMdA,1778300285.318000,1778300285.386000,21322,21371,50,50,0,benign,0
882,20260508_211801_root_copyfail_YGhMdA,1778300285.334000,1778300285.393000,21332,21381,50,50,0,benign,0
883,20260508_211801_root_copyfail_YGhMdA,1778300285.347000,1778300285.443000,21342,21393,50,50,0,benign,0
884,20260508_211801_root_copyfail_YGhMdA,1778300285.361000,1778300285.451000,21352,21403,50,50,0,benign,0
