timestamp,event_id,syscall,syscall_num,success,exit,comm,exe,command,argc,cwd,path,uid,euid,auid,gid,egid,pid,ppid,tty,ses,key
1777867614.957,10914,execve,59,yes,0,rm,/usr/bin/rm,rm -f /tmp/baseline_2_6_6840.tmp,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/rm,1000,1000,1000,1000,1000,15122,14851,pts3,16,exec
1777867614.958,10915,unlinkat,263,yes,0,rm,/usr/bin/rm,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,15122,14851,pts3,16,tmp_activity
1777867614.958,10916,openat,257,yes,3,bash,/usr/bin/bash,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,14851,13404,pts3,16,tmp_activity
1777867614.958,10917,execve,59,yes,0,cp,/usr/bin/cp,cp /tmp/baseline_2_7_28054.tmp /home/analyst/baseline_workload/run_20260504_040615/temp/,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/cp,1000,1000,1000,1000,1000,15123,14851,pts3,16,exec
1777867614.959,10918,openat,257,yes,5,cp,/usr/bin/cp,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15123,14851,pts3,16,home_activity
1777867614.960,10919,execve,59,yes,0,rm,/usr/bin/rm,rm -f /tmp/baseline_2_7_28054.tmp,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/rm,1000,1000,1000,1000,1000,15124,14851,pts3,16,exec
1777867614.961,10920,unlinkat,263,yes,0,rm,/usr/bin/rm,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,15124,14851,pts3,16,tmp_activity
1777867614.961,10921,openat,257,yes,3,bash,/usr/bin/bash,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,14851,13404,pts3,16,tmp_activity
1777867614.962,10922,execve,59,yes,0,cp,/usr/bin/cp,cp /tmp/baseline_2_8_9616.tmp /home/analyst/baseline_workload/run_20260504_040615/temp/,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/cp,1000,1000,1000,1000,1000,15125,14851,pts3,16,exec
1777867614.964,10923,openat,257,yes,5,cp,/usr/bin/cp,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15125,14851,pts3,16,home_activity
1777867614.964,10924,execve,59,yes,0,rm,/usr/bin/rm,rm -f /tmp/baseline_2_8_9616.tmp,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/rm,1000,1000,1000,1000,1000,15126,14851,pts3,16,exec
1777867614.965,10925,unlinkat,263,yes,0,rm,/usr/bin/rm,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,15126,14851,pts3,16,tmp_activity
1777867614.965,10926,openat,257,yes,3,bash,/usr/bin/bash,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,14851,13404,pts3,16,tmp_activity
1777867614.966,10927,execve,59,yes,0,cp,/usr/bin/cp,cp /tmp/baseline_2_9_14734.tmp /home/analyst/baseline_workload/run_20260504_040615/temp/,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/cp,1000,1000,1000,1000,1000,15127,14851,pts3,16,exec
1777867614.967,10928,openat,257,yes,5,cp,/usr/bin/cp,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15127,14851,pts3,16,home_activity
1777867614.967,10929,execve,59,yes,0,rm,/usr/bin/rm,rm -f /tmp/baseline_2_9_14734.tmp,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/rm,1000,1000,1000,1000,1000,15128,14851,pts3,16,exec
1777867614.967,10930,unlinkat,263,yes,0,rm,/usr/bin/rm,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,15128,14851,pts3,16,tmp_activity
1777867614.967,10931,openat,257,yes,3,bash,/usr/bin/bash,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,14851,13404,pts3,16,tmp_activity
1777867614.969,10932,execve,59,yes,0,cp,/usr/bin/cp,cp /tmp/baseline_2_10_19929.tmp /home/analyst/baseline_workload/run_20260504_040615/temp/,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/cp,1000,1000,1000,1000,1000,15129,14851,pts3,16,exec
1777867614.971,10933,openat,257,yes,5,cp,/usr/bin/cp,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15129,14851,pts3,16,home_activity
1777867614.971,10934,execve,59,yes,0,rm,/usr/bin/rm,rm -f /tmp/baseline_2_10_19929.tmp,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/rm,1000,1000,1000,1000,1000,15130,14851,pts3,16,exec
1777867614.972,10935,unlinkat,263,yes,0,rm,/usr/bin/rm,,,/home/analyst/baseline_workload/run_20260504_040615,/tmp/,1000,1000,1000,1000,1000,15130,14851,pts3,16,tmp_activity
1777867614.972,10936,execve,59,yes,0,sleep,/usr/bin/sleep,sleep 3,2,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/sleep,1000,1000,1000,1000,1000,15131,14851,pts3,16,exec
1777867617.973,10937,execve,59,yes,0,mkdir,/usr/bin/mkdir,mkdir -p projects/project_2/src projects/project_2/data projects/project_2/notes docs scripts downloads temp archive logs,11,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/mkdir,1000,1000,1000,1000,1000,15132,14851,pts3,16,exec
1777867617.976,10938,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10939,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615/projects,/home/analyst/baseline_workload/run_20260504_040615/projects,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10940,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615/projects/project_2,/home/analyst/baseline_workload/run_20260504_040615/projects/project_2,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10941,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10942,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615/projects,/home/analyst/baseline_workload/run_20260504_040615/projects,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10943,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615/projects/project_2,/home/analyst/baseline_workload/run_20260504_040615/projects/project_2,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10944,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10945,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615/projects,/home/analyst/baseline_workload/run_20260504_040615/projects,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10946,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615/projects/project_2,/home/analyst/baseline_workload/run_20260504_040615/projects/project_2,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10947,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10948,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10949,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10950,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10951,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.976,10952,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15132,14851,pts3,16,home_activity
1777867617.977,10953,execve,59,yes,0,chmod,/usr/bin/chmod,chmod 644 docs/note_1_10_17475.txt docs/note_1_11_17286.txt docs/note_1_1_11739.txt docs/note_1_12_27625.txt docs/note_1_13_29187.txt docs/note_1_14_161.txt docs/note_1_15_24158.txt docs/note_1_16_24320.txt docs/note_1_17_9617.txt docs/note_1_18_5172.txt docs/note_1_19_22810.txt docs/note_1_20_3918....,53,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/chmod,1000,1000,1000,1000,1000,15133,14851,pts3,16,exec
1777867617.977,10954,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_10_17475.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10955,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_11_17286.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10956,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_1_11739.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10957,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_12_27625.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10958,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_13_29187.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10959,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_14_161.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10960,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_15_24158.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10961,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_16_24320.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10962,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_17_9617.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10963,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_18_5172.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10964,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_19_22810.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10965,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_20_3918.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10966,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_21_30061.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10967,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_22_10579.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10968,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_23_10812.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10969,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_2_4582.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10970,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_24_9367.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10971,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_25_31695.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10972,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_3_13106.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10973,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_4_16157.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10974,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_5_31641.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10975,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_6_4811.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10976,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_7_2709.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10977,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_8_30626.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10978,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_1_9_29490.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10979,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_10_30570.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10980,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_11_20479.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10981,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_12_12529.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10982,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_1_27528.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10983,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_13_16917.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10984,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_14_13524.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10985,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_15_27609.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10986,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_16_24035.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10987,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_17_3088.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10988,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_18_2036.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10989,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_19_5067.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10990,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_20_9928.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10991,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_21_17921.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10992,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_2_16534.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10993,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_22_4278.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10994,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_23_973.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10995,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_24_8269.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10996,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_25_6489.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10997,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_3_30986.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10998,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_4_28275.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,10999,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_5_31993.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,11000,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_6_2132.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,11001,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_7_25099.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,11002,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_8_28426.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,11003,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/note_2_9_26506.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.977,11004,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,docs/permission_placeholder_1_30201.txt,1000,1000,1000,1000,1000,15133,14851,pts3,16,home_activity
1777867617.980,11005,execve,59,yes,0,find,/usr/bin/find,find downloads -type f -name *.html,6,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/find,1000,1000,1000,1000,1000,15135,15134,pts3,16,exec
1777867617.980,11006,execve,59,yes,0,head,/usr/bin/head,head -n 1,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/head,1000,1000,1000,1000,1000,15136,15134,pts3,16,exec
1777867617.981,11007,execve,59,yes,0,chmod,/usr/bin/chmod,chmod 600 downloads/permission_example_1_7761.html,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/chmod,1000,1000,1000,1000,1000,15137,14851,pts3,16,exec
1777867617.982,11008,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,downloads/permission_example_1_7761.html,1000,1000,1000,1000,1000,15137,14851,pts3,16,home_activity
1777867617.982,11009,openat,257,yes,3,bash,/usr/bin/bash,,,/home/analyst/baseline_workload/run_20260504_040615,logs/,1000,1000,1000,1000,1000,14851,13404,pts3,16,home_activity
1777867617.982,11010,execve,59,yes,0,chown,/usr/bin/chown,chown analyst:analyst logs/script_2.log,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/chown,1000,1000,1000,1000,1000,15138,14851,pts3,16,exec
1777867617.984,11011,connect,42,no,-2,chown,/usr/bin/chown,,,/home/analyst/baseline_workload/run_20260504_040615,/var/run/nscd/socket,1000,1000,1000,1000,1000,15138,14851,pts3,16,network_connect
1777867617.984,11012,connect,42,no,-2,chown,/usr/bin/chown,,,/home/analyst/baseline_workload/run_20260504_040615,/var/run/nscd/socket,1000,1000,1000,1000,1000,15138,14851,pts3,16,network_connect
1777867617.984,11013,connect,42,no,-2,chown,/usr/bin/chown,,,/home/analyst/baseline_workload/run_20260504_040615,/var/run/nscd/socket,1000,1000,1000,1000,1000,15138,14851,pts3,16,network_connect
1777867617.984,11014,connect,42,no,-2,chown,/usr/bin/chown,,,/home/analyst/baseline_workload/run_20260504_040615,/var/run/nscd/socket,1000,1000,1000,1000,1000,15138,14851,pts3,16,network_connect
1777867617.984,11015,260,260,yes,0,chown,/usr/bin/chown,,,/home/analyst/baseline_workload/run_20260504_040615,logs/script_2.log,1000,1000,1000,1000,1000,15138,14851,pts3,16,home_activity
1777867617.985,11016,execve,59,yes,0,sleep,/usr/bin/sleep,sleep 1,2,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/sleep,1000,1000,1000,1000,1000,15139,14851,pts3,16,exec
1777867618.986,11017,execve,59,yes,0,mkdir,/usr/bin/mkdir,mkdir -p /home/analyst/.ssh,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/mkdir,1000,1000,1000,1000,1000,15140,14851,pts3,16,exec
1777867618.988,11018,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home,/home,1000,1000,1000,1000,1000,15140,14851,pts3,16,home_activity
1777867618.988,11019,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst,/home/analyst,1000,1000,1000,1000,1000,15140,14851,pts3,16,home_activity
1777867618.989,11020,execve,59,yes,0,chmod,/usr/bin/chmod,chmod 700 /home/analyst/.ssh,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/chmod,1000,1000,1000,1000,1000,15141,14851,pts3,16,exec
1777867618.990,11021,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/.ssh,1000,1000,1000,1000,1000,15141,14851,pts3,16,home_activity
1777867618.990,11022,openat,257,yes,3,bash,/usr/bin/bash,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/.ssh/,1000,1000,1000,1000,1000,15142,14851,pts3,16,home_activity
1777867618.991,11023,execve,59,yes,0,cat,/usr/bin/cat,cat,1,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/cat,1000,1000,1000,1000,1000,15142,14851,pts3,16,exec
1777867618.993,11024,execve,59,yes,0,chmod,/usr/bin/chmod,chmod 600 /home/analyst/.ssh/config,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/chmod,1000,1000,1000,1000,1000,15143,14851,pts3,16,exec
1777867618.994,11025,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/.ssh/config,1000,1000,1000,1000,1000,15143,14851,pts3,16,home_activity
1777867618.994,11026,execve,59,yes,0,touch,/usr/bin/touch,touch /home/analyst/.ssh/known_hosts,2,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/touch,1000,1000,1000,1000,1000,15144,14851,pts3,16,exec
1777867618.995,11027,openat,257,yes,3,touch,/usr/bin/touch,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/.ssh/,1000,1000,1000,1000,1000,15144,14851,pts3,16,home_activity
1777867618.995,11028,execve,59,yes,0,chmod,/usr/bin/chmod,chmod 644 /home/analyst/.ssh/known_hosts,3,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/chmod,1000,1000,1000,1000,1000,15145,14851,pts3,16,exec
1777867618.996,11029,fchmodat,268,yes,0,chmod,/usr/bin/chmod,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/.ssh/known_hosts,1000,1000,1000,1000,1000,15145,14851,pts3,16,home_activity
1777867618.996,11030,openat,257,yes,3,bash,/usr/bin/bash,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/.ssh/,1000,1000,1000,1000,1000,14851,13404,pts3,16,home_activity
1777867618.997,11031,execve,59,yes,0,sleep,/usr/bin/sleep,sleep 1,2,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/sleep,1000,1000,1000,1000,1000,15146,14851,pts3,16,exec
1777867619.998,11032,execve,59,yes,0,mkdir,/usr/bin/mkdir,mkdir -p projects/project_2/src projects/project_2/data projects/project_2/notes docs scripts downloads temp archive logs,11,/home/analyst/baseline_workload/run_20260504_040615,/usr/bin/mkdir,1000,1000,1000,1000,1000,15147,14851,pts3,16,exec
1777867620.000,11033,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615,/home/analyst/baseline_workload/run_20260504_040615,1000,1000,1000,1000,1000,15147,14851,pts3,16,home_activity
1777867620.000,11034,mkdir,83,no,-17,mkdir,/usr/bin/mkdir,,,/home/analyst/baseline_workload/run_20260504_040615/projects,/home/analyst/baseline_workload/run_20260504_040615/projects,1000,1000,1000,1000,1000,15147,14851,pts3,16,home_activity
